text,pred
"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.","[('drinks', None), ('lot', None), ('place', None)]"
I have walked by this place for eons and finally went thanks to a girls' night.,[]
Have frequented 'ino for several years and the food remains excellent.,"[('ino', None), ('food', None)]"
"Their eggplant is so delicate, sweet tender!","[('eggplant', None)]"
I pray it stays open forever.,[]
"Each bite of food at Kai was indeed delicious, fresh, and elegant.","[('bite', None), ('kai', None), ('food', None)]"
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,"[('restaurants', None)]"
"If you want to save some money, don't go here.","[('money', None)]"
My friend got the mushroom pizza which tasted better.,[]
"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).","[('half', None), ('serving', None), ('chips', None), ('paella', None), ('fish', None)]"
"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.","[('pink pony', None), ('service', None), ('place', None)]"
This is the first time Citysearch did't call it right.,"[('time citysearch', None)]"
You should pass on the calamari.,"[('calamari', None)]"
"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.","[('porcini mushroom pasta special', None)]"
Try the spicy wontons and the salt pepper shrimps.,"[('wontons', None), ('salt pepper shrimps', None)]"
THE FOOD PORTIONS ARE REALLY LARGE.,"[('food portions', None)]"
The fries are yummy.,"[('fries', None)]"
"Friendly and informative staff, very attentive and prompt raw bar service.","[('bar service', None), ('staff', None)]"
Best Taiwanese food in NY!,"[('ny', None), ('food', None)]"
I have eaten at many pizza places around NYC and this is hands down the worst.,"[('nyc', None), ('pizza places', None)]"
This place is a great stop for great food.,"[('stop', None), ('food', None), ('place', None)]"
All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.,"[('lasagna', None), ('pastas', None)]"
What for?,[]
Fantastic!,[]
"they were dry and disgusting, i didn't even finish my first piece.","[('piece', None)]"
HIGHLY RECOMMENDED for a first date.,"[('date', None)]"
"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.",[]
And the prices were way to high for what you get.,"[('prices', None)]"
"But people from Sichuan will die for it)  - Chongqing Hot Pot, chongqing was the biggest city of Sichuan, now became an independent province.","[('people', None), ('sichuan', None), ('province', None)]"
"Skip Baroanda down the street (Eurotrashy, snooty and expensive) and check this place out!","[('baroanda', None), ('eurotrashy', None), ('place', None), ('street', None)]"
Skip this location and go to the one in Soho.,"[('location', None)]"
The staff ignored my friends and I the entire time we were there.,"[('time', None)]"
"Yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.","[('service', None)]"
"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",[]
"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.","[('music', None), ('taste', None)]"
"I need at least three rolls to be full, and that's at least $14.00!",[]
Anyone who ever dined at a thai restaurant is in for a huge disappointment.,"[('restaurant', None)]"
"All of it was simply amazing, unique and tasty and best of all it didn't break the bank.","[('bank', None)]"
"Great wine list, reasonably priced.--Sara","[('wine list', None)]"
The hot dogs were cold in the middle and the buns were stale.,"[('dogs', None), ('buns', None), ('middle', None)]"
"While the food was excellent, it wasn't cheap (though not extremely expensive either).","[('food', None)]"
Beef noodle soup is good as well.,"[('beef noodle soup', None)]"
I was so sad to read the bad reviews this place got!,"[('reviews', None)]"
Delivery service is great too.,"[('delivery service', None)]"
"The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.","[('cuisine', None), ('flavors', None)]"
I recieved prompt service with a smile.,"[('service', None)]"
They pray to their Food Gods to make them into a good pizza like VT's.,"[('food gods', None), ('pizza', None)]"
The place was quiet and delightful.,"[('place', None)]"
Molto bene!,[]
.the best I've found outside of the Chinatown masters.,[]
They are amazing!,[]
Avoid this place!,"[('place', None)]"
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,"[('balance', None), ('diamond', None), ('food', None)]"
A must try!,[]
"As much as I like the food there, I can't bring myself to go back.",[]
It looked like shredded cheese partly done - still in strips.,[]
The prices and ambience are especially great considering it's in the West Village.,"[('ambience', None), ('prices', None)]"
The soup is pretty good too.,"[('soup', None)]"
It is so easy to get a reservation at a top place in NYC with a week's notice.,"[('notice', None), ('reservation', None), ('place', None)]"
I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,"[('mushroom consomme', None), ('root vegetables', None)]"
"If you go to Roth's try to be served by Mike, he is GREAT!!",[]
"Based on a visit a month ago, I returned the week before Christmas and was hugely disappointed.","[('visit', None)]"
Went here on a friend's reccomendation.,[]
"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .","[('wait staff', None), ('reviews', None)]"
"I love Ess-a-bagel, but I live on the west side, so I often go to Murray's for convenience.","[('side', None)]"
I always get the Shabu-Shabu dinner and the beef is always fresh.,"[('beef', None)]"
The pizza was delivered cold and the cheese wasn't even fully melted!,[]
We were very surprised by how good the food was on our first visit here on a Sunday night.,[]
"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.","[('wait staff', None), ('restaurants', None), ('pho', None), ('vegtables', None), ('meals', None)]"
"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.","[('service', None), ('presentaion', None), ('quantity', None), ('choice', None), ('hundreds', None), ('hand', None), ('quality', None), ('taste', None), ('ambiance', None)]"
We will definitely go back.,[]
I live in the neighborhood and my friends meet me down here not only for the bar scene but also the promise of The Pizza Place at 3am.,"[('pizza place', None)]"
Is just the way it was in days gone by.,[]
"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.","[('people', None)]"
The food is amazing!!!!,"[('food', None)]"
"Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.","[('sans', None), ('bit', None), ('venues', None), ('food', None)]"
"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.","[('sauces', None), ('portions', None), ('service', None)]"
