text,pred
Sure it has the one touch keys but that was the best feature of the computer.,[]
I can do pretty much 75% of what I do on my desktop on my kitchen table.,"[('%', None), ('desktop', None), ('kitchen table', None)]"
Being a PC user my whole life....,"[('life', None)]"
great battery life.,"[('battery life', None)]"
The real stand out on this computer is the feel of the keyboard and it's speed.,"[('computer', None)]"
"At first, the computer seemed a great deal--seemingly high-end specs for a low, low price.","[('price', None), ('deal', None)]"
Delivery was early too.,"[('delivery', None)]"
"During that time, I had to send it back 3 times.","[('time', None)]"
"Although I opted for the lowest end MacBook Pro, this thing holds its own.",[]
Love the stability of the Mac software and operating system.,[]
And that probably explains why I've already had my SATA controller go bad within a year of buying it.,"[('sata controller', None)]"
I left the place angrily.,[]
I my wife is also now the proud owner of a Macbook as well!,"[('macbook', None), ('wife', None)]"
I've had a Toshiba laptop in the past;,[]
It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).,"[('performance boost', None), ('video editing', None)]"
ASUS said my net-book was working properly.,"[('book', None)]"
I received this laptop as a gift and let me just tell you that its the worst.,[]
Very annoying.,[]
My main reason to convert was the imovie program.,"[('reason', None), ('imovie program', None)]"
It has a faster processor and more ram.,[]
"If you need an affordable, entry-level laptop, this will fit the bill.","[('bill', None), ('level laptop', None)]"
"Laptops are usually used on the go, so why not give you a better battery?","[('battery', None)]"
I will never complain about the price since I believe you get what you pay for and my MacBook Pro was worth every dollar.,"[('price', None), ('macbook pro', None)]"
I wasn't a big fan of the Netbooks but this one was very well designed.,"[('netbooks', None)]"
It may take a little getting used to but you don't have to worry about viruses or other headaches.,"[('viruses', None)]"
And the warranty on this macbook pro can last up to 5 years or 1000 battery recharge cycles.,"[('macbook pro', None), ('warranty', None), ('cycles', None)]"
I still have that stupid bluetooth mouse to!,"[('bluetooth mouse', None)]"
"Would like more trendy, high tech features.","[('tech features', None)]"
Keyboard is great but primary and secondary control buttons could be more durable.,"[('keyboard', None), ('control buttons', None)]"
"Screen is a bit glossy, but that's not too bad.","[('screen', None)]"
Received the product promptly and without any issues.,[]
"It is so great, I can Hardly ever take my hands off it!","[('hands', None)]"
I remind myself from time to time to take off my watch when ever I look at the small scratch that it has caused.,"[('watch', None)]"
"I got it back again and was told the motherboard had been replaced, so I was now on the SECOND motherboard within 3 months.",[]
But reasons we chose this Apple computer.,[]
Processor - When compared to my 3 week old Early 2011 edition there I barely experience any difference in performance (2.3 GHz v/s 2.4 GHz).,"[('edition', None)]"
"They say it could be the motherboard again, but Dell",[]
I upgraded from a 5 year old laptop and was amazed to find out that this computer is much slower then my old laptop.,"[('laptop', None)]"
2nd Best computer in the world  only one way this computer might become the best is that it needs to upgreade patches  to make less easier for people to hack into,"[('people', None), ('patches', None), ('world', None), ('way', None), ('computer', None)]"
"Love the speed, especially!","[('speed', None)]"
It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,"[('system memory', None), ('radeon', None), ('ddr5', None)]"
"Not only are the versions of these programs able to be saved, worked on and opened on both a PC and Mac, the versions of these programs on a Mac are graphically and functionally superior.",[]
By Air sounds more like by truck to Me.,[]
  So far it has been five months since the last problem was fixed and I am PRAYING it has finally stopped.,[]
It's outstanding too.,[]
"The speed gives you the power to work on these projects seamlessly, and multiple at a time if you sowish.","[('time', None), ('projects', None)]"
Awesome laptop and the perfect size to carry around in college.,"[('size', None), ('laptop', None), ('college', None)]"
So I'm disappointed in that because communicating with my relatives out of the area is a priority.,[]
" A MONTH LATER, we reinstall the OS (Vista).",[]
"Some problems can be fixed if you purchase new software, but there is no guarentee.","[('software', None)]"
My real problem with it? The statement of 7 hour battery life is not just mere exaggeration -- it's a lie.,"[('statement', None)]"
just chill and enjoy.,[]
The battery life is also relatively good.,"[('battery life', None)]"
It is her first laptop and she is thrilled.,"[('laptop', None)]"
I should have sent it back to them then.,[]
"  I definitely suggest getting an extended warranty, you will probably need it!","[('warranty', None)]"
If this would be your first Mac purchase then I would highly suggest that you take advantage of the class that they offer to learn about the differences between Mac and PC's.,"[('differences', None)]"
"This laptop leaves alot to be desired, I have had it only 5 months and have had to send it away to be repaired twice...",[]
"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.","[('features', None), ('alerts', None), ('programs', None), ('tutorials', None)]"
"I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming software I need to use all at once without slowing me down.","[('web programming software', None), ('pop ups', None), ('webpage', None)]"
I bought this laptop so that the entire family had a computer in the living room;,"[('family', None)]"
Don't waste your money or time.,"[('time', None), ('money', None)]"
It has spent more time in repair shops than i can possibly recount here.,"[('time', None)]"
Memory is upgradable.,"[('memory', None)]"
"Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.","[('3g network', None), ('web access', None)]"
"Well, I bought this laptop a month or two ago.",[]
My MacBook Pro has been a huge disappointment.,"[('macbook pro', None)]"
Received all four in good order;,"[('order', None)]"
The computer first started malfunctioning 3 months after purchasing it.,"[('computer', None)]"
this is starting off good.,[]
The large screen also helps when you are working in design based programs like Adobe Creative Suite.,"[('screen', None)]"
The only pro to this computer is it was under $600!,"[('pro', None), ('computer', None)]"
