text,terms,lab_sim
"setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot.","[('setting', None)]",0.29802662
it had some kind of pre installed software update that completely shut the computer down when you clicked it.,"[('software update', None)]",0.4075207
"ever since i bought this laptop, so far i've experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines.","[('toshiba customer services', None)]",0.66431546
"i really like the mac 15.4in. notebook, but its very pricey.","[('pricey mac 15.4in. notebook', None)]",0.6459809
"also, the space bar makes a noisy click every time you use it.","[('space bar', None)]",0.43814504
iphotos is an excellent program for storing and organizing photos.,"[('iphotos', None)]",0.22422445
other than that its a great performing machine and well meets all my needs and more.,"[('performance machine', None)]",0.4644755
"we were occasional mac users before, but most recently owned a budget pc since it is what we could afford.","[('pc', None)]",0.61640126
"the programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.","[('ipod', None)]",0.41159877
"the only thing i didn't learn in my research was the software i would need like privacy protection and warranty protection, in case it gets broken, or crashes etc.","[('software', None)]",0.49594226
the computer itself is a good product but the repair depot stinks.,"[('repair depot', None), ('product', None)]",0.6851159
i thought the price was great for the specs.,"[('specs', None), ('price', None)]",0.47806707
the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,"[('cd drive', None)]",0.45885882
"so, the hard disk capacity really doesn't matter to me.","[('hard disk capacity', None)]",0.41695657
just for a stupid cd.,"[('cd', None)]",0.26540777
keys stick periodically and i havent had the laptop for 45 days yet.,"[('keys', None)]",0.47096646
everything from the design to the os is simple and to the point.,"[('os', None), ('design', None)]",0.56910414
i personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers.,"[('machine', None), ('gaming performance', None), ('look', None)]",0.5745475
this just keeps having it's hard drive replaced!,"[('hard drive', None)]",0.52414197
the only downfall is the volume control.,"[('volume control', None)]",0.5030239
"clearly, there is something wrong with the product and lg didn't take up the responsibility.","[('product', None)]",0.3106014
very fast boot up and shut down.,"[('shut down', None), ('boot up', None)]",0.42144826
"right out of the box, this little netbook did everything i asked of it, including streaming the everyday video you're bound to encounter checking mail and websites (my biggest complaint previously).","[('netbook', None)]",0.48368958
i am very happy with this laptop.,"[('laptop', None)]",0.7427067
this laptop is durable and it is easy to travel with.,"[('laptop', None), ('durable', None), ('travel', None)]",0.56451416
i finally decided on this laptop because it was the right price for what i need it.,"[('laptop', None), ('price', None)]",0.72795385
"if internet connectivity is important i would recommend going with a dell net book for 50 bucks more, or buy a usb wireless card.","[('internet connectivity', None)]",0.47736046
i had read online that some users were having sound problems.,"[('sound problems', None)]",0.37220672
"my last computer, a toshiba, cost only $400, and worked like a charm for many years.","[('toshiba', None)]",0.6807148
it discharges too quickly.,"[('discharges', None)]",0.2078558
"but to be honest, the compatibility issues and the other little quirks make me think i ll buy a pc next time.","[('quirks', None), ('compatibility', None)]",0.60595816
i work on a pc at home and have used pc all through college.,"[('pc', None)]",0.47377172
toshiba will not acknowledge this problem.,"[('toshiba', None)]",0.45309877
an absolutely hateful machine that no one should get of their own free will.,"[('machine', None)]",0.23176691
"i do not experience a lot of heat coming out of it, however i would highly suggest purchasing a stand however, due to the nature of the design of the macbook as it is one very large heat sink.","[('design', None), ('heat sink', None)]",0.2656998
"*=webcam is a bit laggy, not the greatest.","[('webcam', None)]",0.4771264
stay away from hp.,"[('hp', None)]",0.43010625
wonderful sleek case design is only on the outside.,"[('case design', None)]",0.30095896
it is speedy when connected wirelessly to any network regardless if the connection is weak or not.,"[('connection', None)]",0.28532544
the pricing is very competitive.,"[('pricing', None), ('price', None)]",0.3618816
connecting to my wireless router via built-in wireless took no time at all.,"[('connect', None)]",0.25476775
this computer is exceptionally thin for it's screen size and processing power.,"[('screen size', None), ('processing power', None), ('computer', None)]",0.6012884
there is no way i will buy a lg product in the future.,"[('lg product', None)]",0.2712999
"maybe this is virus related, maybe not, but the computer has locked up many times, and on two occasions, the screen has simply gone black.","[('lock up', None), ('computer', None)]",0.32157552
using this machine is like a mild form of torture.,"[('machine', None)]",0.30400977
"on the twelfth day that i had the notebook, i decided to go to dell's website and update it.","[('dell', None)]",0.54278344
excellent product for the money.,"[('product', None), ('money', None)]",0.39452097
"it's graphics aren't bad at all, for the lower end of the macbook pro spectrum, easily capable of running starcraft ii and other games with comparable graphics.","[('graphics', None)]",0.507366
"the screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.","[('screen', None), ('keyboard', None)]",0.41963315
i called toshiba and they want me to be without my laptop for about two weeks while they look at the problem.,"[('toshiba', None)]",0.5626097
the mouse jumps around all the time and it clicks stuff i dont want it too.,"[('mouse', None)]",0.33299085
for those that care about noise this thing doesn't really make any;,"[('noise', None)]",0.23788895
simply amazing computer!!,"[('computer', None)]",0.5955633
"i first purchased this dell model ""1764"" on april 6, 201","[('dell model', None)]",0.4435519
the macbooks are small enough to be very portable yet hold tons of information and performance.,"[('performance', None), ('macbooks', None), ('information', None)]",0.5572928
