text,aspect_term,polarity,gold_polarity
"after 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",reservations,negative,positive
wouldn't recomend it for dinner!,dinner,negative,negative
sauce was watery and the food didn't have much flavor.,sauce,negative,negative
sauce was watery and the food didn't have much flavor.,food,negative,negative
sauce was watery and the food didn't have much flavor.,flavor,negative,negative
my husband and i enjoy sangria.,sangria,positive,positive
"but after last night, spice grill is the only place i'm eating indian cuisine.",indian cuisine,positive,positive
we both opted for a pasta dish and they were served timely and fresh.,pasta dish,positive,positive
we both opted for a pasta dish and they were served timely and fresh.,served,positive,positive
"first the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",bread,negative,negative
"first the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",appetizer,negative,neutral
"first the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",glass of wine,neutral,neutral
"first the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",main course,negative,neutral
"not sure where the previous reviewer, lonk, dined, but saul is in a great neighborhood and has great food!",neighborhood,positive,positive
"not sure where the previous reviewer, lonk, dined, but saul is in a great neighborhood and has great food!",food,positive,positive
"in an area sadly lacking in decent thai food, this is one of the best spots.",thai food,positive,positive
tell them herky sent you and get a free confused look from the waiter.,waiter,negative,negative
make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to time square.,hosting staff,negative,negative
make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to time square.,reservations,negative,negative
make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to time square.,reservation,negative,neutral
make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to time square.,seating,negative,negative
the food was average or above including some surprising tasty dishes.,food,positive,positive
the food was average or above including some surprising tasty dishes.,dishes,positive,positive
they don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,specials,negative,negative
they don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,ingredients,positive,negative
they don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,thai,positive,neutral
other apetizers and food,apetizers,neutral,neutral
other apetizers and food,food,neutral,neutral
the noodle and rices dishes taste great.,noodle and rices dishes,positive,positive
the food's as good as ever.,food,positive,positive
"the crust is thin, the ingredients are fresh and the staff is friendly.",crust,negative,positive
"the crust is thin, the ingredients are fresh and the staff is friendly.",staff,positive,positive
"the crust is thin, the ingredients are fresh and the staff is friendly.",ingredients,positive,positive
also a little more expensive than your average bagel place.,bagel,negative,neutral
"the food was undercooked-the sauce watery, and the vegetables raw.",food,negative,negative
