text,aspect_term,polarity,gold_polarity
"at first, the computer seemed a great deal--seemingly high-end specs for a low, low price.",specs,positive,positive
"at first, the computer seemed a great deal--seemingly high-end specs for a low, low price.",price,positive,positive
delivery was early too.,delivery,positive,positive
love the stability of the mac software and operating system.,stability,positive,positive
love the stability of the mac software and operating system.,mac software,positive,positive
love the stability of the mac software and operating system.,operating system,positive,positive
and that probably explains why i've already had my sata controller go bad within a year of buying it.,sata controller,negative,negative
it's also very capable of doing moderate video editing (although you may need the performance boost of the larger macbook pros for heavy duty mobile video editing).,video editing,positive,positive
it's also very capable of doing moderate video editing (although you may need the performance boost of the larger macbook pros for heavy duty mobile video editing).,performance,positive,negative
it's also very capable of doing moderate video editing (although you may need the performance boost of the larger macbook pros for heavy duty mobile video editing).,mobile video editing,positive,neutral
my main reason to convert was the imovie program.,imovie program,positive,positive
it has a faster processor and more ram.,processor,positive,positive
it has a faster processor and more ram.,ram,positive,positive
"laptops are usually used on the go, so why not give you a better battery?",battery,positive,negative
i wasn't a big fan of the netbooks but this one was very well designed.,designed,positive,positive
and the warranty on this macbook pro can last up to 5 years or 1000 battery recharge cycles.,warranty,positive,positive
i still have that stupid bluetooth mouse to!,bluetooth mouse,negative,negative
"would like more trendy, high tech features.",features,positive,negative
keyboard is great but primary and secondary control buttons could be more durable.,keyboard,positive,positive
keyboard is great but primary and secondary control buttons could be more durable.,control buttons,negative,negative
