text,predictions
"the computer runs very fast with no problems and the ilife software that comes with it (iphoto, imovie, iweb, itunes, garageband) is all very helpful as well.","[('ilife', None), ('iweb', None), ('iphoto', None), ('iweb', None), ('garageband', None)]"
at first it worked well for a month or so then the system board failed and i send it in to toshiba some complaints and three weeks later i then receive my laptop back only to discover that it still has the same problem so now i have to send it back again to get it fixed again.,"[('system board', None), ('laptop', None)]"
"until i bought the dell, i thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.","[('dell', None), ('options', None), ('size', None)]"
i don't know how i could ever live without my qousmio.,"[('qousmio', None), ('qousmio', None)]"
"it has plenty of memory, lots of hard drive, and great graphics.","[('drive', None), ('graphics', None)]"
it didn't take me long to get switched over to the mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,"[('mac computer programs', None), ('navigation', None)]"
"it lasted for many years of travel, kids and abuse and if i fired it up today, it would work.","[('kids', None), ('ad', None)]"
"been a pc user for many, many years.","[('pc', None), ('experience', None)]"
"i have never had any issues or problems with my macbook pro so far, and it is still as fast as it was when i first bought it.","[('macbook', None), ('issues', None)]"
"it freezes, and it always shows that there is an error, so i have to restart it a few times every time i use it.","[('error', None), ('app', None)]"
"however, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the lcd).","[('lcd', None), ('hinge', None)]"
my problem was with dell customer service.,"[('service', None), ('dell customer service', None)]"
"there are so many things wrong with this product, it just makes me want to set my self on fire!","[('product', None)]"
"it is not even a year old yet, so i would definitely not recommend it to anyone.","[('a', None), ('person', None)]"
amazing machine.,"[('machine', None)]"
"i don't do any high tech stuff on it, just write papers, check mail, and sometimes play games, so i can't reccomend it if you are in the computer field.","[('computer', None), ('check mail', None)]"
"newegg's rma service was great as always, i contacted them late friday night, and they issued me an rma number and a prepaid ups shipping label the very next morning on saturday.","[('service', None), ('rma', None)]"
i'm very impressed.,"[('i', None), ('a', None)]"
dell sucks,"[('dell', None), ('sucks', None)]"
design: very durable.,"[('design', None), ('food', None)]"
it is easy to go from one keyboard to another.,"[('keyboard', None), ('go', None)]"
i spoke to 4 different people and was told they needed to transfer me to a 5th person!,"[('person', None), ('transfer', None)]"
the mac book pro performs flawlessly.,"[('mac book', None), ('performance', None)]"
has a 5-6 hour battery life.,"[('battery', None), ('time', None)]"
my only issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,"[('screen/video resolution', None)]"
"i run dreamweaver, final cut pro 7, photoshop, safari, firefox, msn messenger and a few other applications constantly at the same time.","[('final cut', None), ('safari', None), ('msn messenger', None), ('dreamweaver', None)]"
i have owned many computers and laptops.,"[('computers', None), ('laptops', None)]"
i recently purchased the mini and absolutely love it!,"[('mini', None), ('price', None)]"
does a great job with video shot on a canon 5d mkii.,"[('mkii', None), ('video', None)]"
"i was told by many that it was a great computer, but we got one of these, and it worked great for one year, and as soon as the warrenty was up, then it got really bad.","[('warrenty', None), ('computer', None)]"
ive had to call tech support many times.,"[('tech', None), ('call', None)]"
"the apple applications (ex.iphoto) are fun, easy, and really cool to use (unlike the competition)!","[('apple applications', None), ('competition', None)]"
"yes, i have it on the highest available setting.","[('setting', None)]"
not to mention it has shit gigs.,"[('gigs', None), ('shit', None)]"
hieroglyphics are quite common.,"[('hieroglyphics', None)]"
this worked just fine.,[]
"i paid for extra memory and the 17-inch screen, as well as the top of the line dvd and cd burners.","[('cd burners', None), ('memory', None)]"
"its pretty fast and does not have hiccups while i am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.","[('presentations', None), ('720p', None)]"
i was so happy with my new mac.,"[('new mac', None)]"
"quality display i love hp,, it's the only computer/printer we will buy.","[('quality display', None), ('hp', None)]"
"despite the inconvenient weight, i opted for the 12 cell battery.","[('weight', None), ('battery', None)]"
my macbook is faster than any comparable pc.,"[('macbook', None), ('pc', None)]"
the case is carved out of a single block of aluminum.,"[('block', None), ('case', None)]"
i'm very happy with this machine!,"[('machine', None)]"
i do not recommend this company or their products!!!!,"[('products', None), ('company', None)]"
i like this machine because its very lightweight...,"[('machine', None), ('light', None)]"
first it burned or fused the power adapter plug.,"[('plug', None), ('fire', None)]"
"the features are great, the only thing it needs is better speakers.","[('features', None), ('speakers', None)]"
"it was still working, but there was nothing on the screen.","[('screen', None), ('working', None)]"
i bought this laptop and found its tab is not functioning.,"[('tab', None), ('laptop', None)]"
toshiba is aware of the issue but unless the extended warrenty is bought toshiba will do nothing about it.,"[('extended warrenty', None), ('toshiba', None)]"
hp said i had done the damage.,"[('damage', None), ('hp', None)]"
"-called headquarters again, they report that tft panel is broken, should be fixed by the end of the week (week 3).","[('tft panel', None), ('headquarters', None)]"
